Country Name,Country Code,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Lesotho,LSO,0.603166196,0.605010294,0.609361749,0.617136441,0.624977461,0.629876327,0.637746931,0.63775147,0.650621488,0.647826922,0.650754286,0.639801968,0.632993185,0.63648894,0.643885516,0.630771127,0.640415204,0.640415204
Liberia,LBR,0.68570507,0.684438159,0.682530598,0.679985883,0.689821835,0.67276404,0.674586698,0.670377276,0.689360388,0.676355651,0.689818805,0.673214149,0.730470113,0.706948823,0.735134595,0.694549391,0.717537048,0.717537048
Libyan Arab Jamahiriya,LBY,0.217472581,0.215452256,0.213586403,0.21199105,0.210586673,0.209351726,0.208514506,0.207737043,0.206964539,0.20617537,0.200875129,0.195523981,0.190256873,0.184992555,0.181713787,0.17991922,0.17809088,0.17809088
Lithuania,LTU,0.27650084,0.272230293,0.269109937,0.268139139,0.266497314,0.269600117,0.270378624,0.270046098,0.270099626,0.268293477,0.273579911,0.273333236,0.274807804,0.275606533,0.273155228,0.272955312,0.271971572,0.271971572
Luxembourg,LUX,0.133171803,0.13180531,0.129259955,0.128795901,0.124941604,0.124591371,0.124822454,0.123086057,0.122617953,0.117636027,0.110138655,0.104227909,0.12213971,0.142713371,0.155390507,0.174125879,0.061218887,0.061218887
Madagascar,MDG,0.569557401,0.557189257,0.541148406,0.536768598,0.542485448,0.532429707,0.539099969,0.531264493,0.530875441,0.522758375,0.518893485,0.51108262,0.471108618,0.46533512,0.459875048,0.442634396,0.455409369,0.455409369
Malawi,MWI,0.737068536,0.733754131,0.740264621,0.772683,0.758223493,0.736161678,0.798956036,0.800434266,0.776118224,0.793361848,0.778791101,0.754933328,0.808779504,0.769089456,0.761113745,0.715705804,0.703990376,0.703990376
Malaysia,MYS,0.410883454,0.409544112,0.406528364,0.405735072,0.404470502,0.403105989,0.40214166,0.401230287,0.398117539,0.395830377,0.393557135,0.391245955,0.388876292,0.386482657,0.382043828,0.377574997,0.376782527,0.376782527
Maldives,MDV,0.402438321,0.384805301,0.368176907,0.361752746,0.339604397,0.318382635,0.309701043,0.305574506,0.296054893,0.29047735,0.287563898,0.269007901,0.259806732,0.257321971,0.254567792,0.252230957,0.256273224,0.256273224
Mali,MLI,0.666314359,0.664433274,0.663140726,0.666161909,0.670075069,0.6687472,0.684268682,0.678068754,0.671707839,0.67384779,0.674634949,0.682392864,0.679980766,0.674208442,0.668807149,0.662660357,0.667708568,0.667708568
Malta,MLT,0.152003186,0.15147153,0.150939875,0.149856349,0.150131523,0.145743607,0.141276444,0.140690092,0.138079353,0.134271157,0.127967031,0.12804209,0.130150861,0.129832911,0.127937725,0.1240588,0.117971808,0.117971808
Marshall Islands,MHL,0.530823931,0.531424038,0.53166872,0.531421619,0.547062106,0.548250005,0.550359804,0.550682373,0.56891725,0.561015229,0.566789605,0.600424345,0.538406327,0.537077626,0.546430134,0.560277997,0.556324111,0.556324111
Mauritania,MRT,0.599453907,0.585831224,0.58237426,0.579323372,0.580851949,0.57788816,0.584901617,0.570704042,0.582516504,0.568521392,0.565102743,0.545336854,0.542983932,0.548452045,0.537872232,0.527052107,0.526661478,0.526661478
Mauritius,MUS,0.246131178,0.244753231,0.244075902,0.241805105,0.239364617,0.235543419,0.23495361,0.234249599,0.231004494,0.2300445,0.229545529,0.229895391,0.229925715,0.231519695,0.231820037,0.232498802,0.234484613,0.234484613
Mexico,MEX,0.282221314,0.280694343,0.281725294,0.284041781,0.276595106,0.271302145,0.270770501,0.263668634,0.25589375,0.230600401,0.231467768,0.232947961,0.234442978,0.235987438,0.237522808,0.236634233,0.235949262,0.235949262
Micronesia: Federated States of,FSM,0.532480441,0.535341572,0.552105744,0.549114528,0.547190719,0.543546009,0.544618875,0.542766175,0.542347953,0.541162453,0.537416912,0.532433862,0.535428918,0.525441596,0.53550834,0.534856554,0.5243736,0.5243736
Moldova: Republic of,MDA,0.309865497,0.309128185,0.308561604,0.308189096,0.31471264,0.336192613,0.360076646,0.326617524,0.323368011,0.320746482,0.322551613,0.321292465,0.318159464,0.317773845,0.321533111,0.32516851,0.312085531,0.312085531
Monaco,MCO,0.045520833,0.045520833,0.045520833,0.045520833,0.045520833,0.045520833,0.045520833,0.045520833,0.045520833,0.045520833,0.045520833,0.045520833,0.045520833,0.045520833,0.045520833,0.045520833,0.045520833,0.045520833
Macedonia ,MKD,0.197510322,0.196931304,0.199898186,0.198417303,0.195940454,0.1983608,0.193975579,0.19419148,0.190658103,0.189975336,0.186750437,0.185090825,0.199758079,0.21512574,0.212220147,0.210022777,0.207753641,0.207753641
Mongolia,MNG,0.381561667,0.373311936,0.372038015,0.380889658,0.392245902,0.40061058,0.396308209,0.372353813,0.350895245,0.350731275,0.351384982,0.344217522,0.33984981,0.341904509,0.339100122,0.33750326,0.338252774,0.338252774
Montenegro,MNE,0.169895993,0.170385988,0.1710673,0.171866173,0.172727388,0.173606261,0.174423866,0.175204398,0.175909321,0.178271037,0.180328148,0.179601559,0.182427492,0.182294072,0.179749628,0.177545958,0.177381505,0.177381505
Morocco,MAR,0.427718723,0.423640624,0.419678994,0.415603351,0.411663832,0.407753482,0.405064473,0.402344828,0.39978694,0.397283468,0.394586242,0.392413087,0.390768903,0.388173671,0.386587557,0.385099769,0.383633326,0.383633326
Mozambique,MOZ,0.744064703,0.739824464,0.735942694,0.726852275,0.725679972,0.718997928,0.710730381,0.713164873,0.721042211,0.724716447,0.719547408,0.71627457,0.718932539,0.7328957,0.71781366,0.707985569,0.719023472,0.719023472
Myanmar,MMR,0.464981165,0.460339762,0.456181986,0.453292644,0.448634567,0.444742275,0.44199977,0.441119689,0.439682233,0.437148996,0.431878881,0.436900346,0.434784302,0.434529377,0.436182335,0.417862311,0.4162354,0.4162354
Namibia,NAM,0.475699934,0.475676862,0.478908703,0.482184758,0.485150381,0.490248269,0.490988404,0.490206658,0.489037881,0.498441669,0.508293429,0.511624154,0.50128725,0.498157808,0.480028084,0.494602171,0.484026769,0.484026769
Saint Kitts and Nevis,NPL,0.57832254,0.566650485,0.551335181,0.563247752,0.54243822,0.521644637,0.508700066,0.508985979,0.482119989,0.49240452,0.480199721,0.47653708,0.464570982,0.460325348,0.458751239,0.44467197,0.447492766,0.447492766
Netherlands,NLD,0.089832017,0.089757807,0.088590914,0.088324834,0.085841681,0.084033324,0.081952684,0.084205377,0.083466199,0.077318893,0.072342317,0.069726487,0.063381389,0.076990763,0.075960462,0.075409836,0.073735039,0.073735039
New Zealand,NZL,0.26411711,0.263914219,0.259402385,0.256874291,0.257500669,0.254988835,0.254843751,0.254656797,0.252115371,0.246935817,0.242089596,0.23756279,0.233353065,0.231138136,0.228419138,0.226870874,0.226196077,0.226196077
Nicaragua,NIC,0.347031319,0.337201778,0.329556201,0.325808984,0.322461158,0.318837207,0.318313761,0.315113928,0.317458538,0.316851248,0.315051471,0.306070061,0.307290252,0.305063755,0.309669832,0.302647394,0.303903949,0.303903949
Niger,NER,0.711371293,0.702256277,0.706934392,0.708983268,0.715948135,0.722385213,0.69242914,0.686385551,0.685648658,0.682393897,0.702184731,0.696811462,0.693177307,0.672465821,0.670531132,0.690367979,0.681173936,0.681173936
Nigeria,NGA,0.648217281,0.647775323,0.647542597,0.668036632,0.668167506,0.670638222,0.651111081,0.650146567,0.645026354,0.643396855,0.640169682,0.636673226,0.635408727,0.628751949,0.619541197,0.616127022,0.609142842,0.609142842
Norway,NOR,0.078111666,0.076797191,0.080888408,0.07766499,0.076551329,0.074112464,0.072289175,0.070295154,0.068967799,0.064500067,0.060869731,0.05684566,0.054323431,0.061593398,0.057617106,0.054747478,0.053755609,0.053755609
Oman,OMN,0.204377444,0.201739934,0.199179824,0.196247439,0.1939906,0.191846446,0.191197755,0.190784073,0.190052605,0.189702612,0.185261156,0.184113981,0.182772089,0.180635401,0.178112858,0.175206903,0.174482919,0.174482919
Pakistan,PAK,0.573439049,0.566884216,0.560371105,0.553486323,0.546682801,0.540077335,0.535264389,0.530284691,0.525090018,0.520351474,0.515738384,0.513263948,0.511523621,0.50916919,0.504660677,0.502371019,0.503734086,0.503734086
Palau,PLW,0.49637187,0.493935137,0.496082923,0.489593107,0.484898849,0.483894151,0.476291024,0.486308034,0.500372903,0.507279685,0.514574135,0.507028064,0.502519253,0.500318199,0.487790038,0.499607188,0.498226357,0.498226357
Panama,PAN,0.291291284,0.296885674,0.294791941,0.292621953,0.290640484,0.288433182,0.286803701,0.285024265,0.284177488,0.283350957,0.282537922,0.281557555,0.280578732,0.279889047,0.278767477,0.279673098,0.277684721,0.277684721
Papua New Guinea,PNG,0.562052618,0.558978902,0.601191463,0.579249556,0.583842826,0.581359629,0.577056605,0.59024161,0.594642766,0.606737564,0.590884915,0.565597749,0.555724275,0.540909929,0.543048489,0.54320877,0.539343387,0.539343387
Paraguay,PRY,0.323481845,0.322880913,0.317542466,0.316509709,0.320721906,0.314920419,0.312063938,0.31397713,0.31055555,0.309635074,0.305826769,0.305395502,0.304054948,0.30361621,0.302452255,0.302461236,0.302278536,0.302278536
Peru,PER,0.36499826,0.361251455,0.358166438,0.353024837,0.348081448,0.344213895,0.342084737,0.338857405,0.338483634,0.337379373,0.334879664,0.331552016,0.32884133,0.326714494,0.325566176,0.325378361,0.323683699,0.323683699
Philippines,PHL,0.414987354,0.414700087,0.412256139,0.414963615,0.417915252,0.419109559,0.414733928,0.408379784,0.408672572,0.40901645,0.408970006,0.407267063,0.39982979,0.400021525,0.400410709,0.397984063,0.397846076,0.397846076
Poland,POL,0.173477207,0.170861615,0.169424885,0.16948409,0.169226221,0.168106564,0.165236324,0.164211612,0.161242104,0.163937165,0.167018218,0.165828708,0.16281575,0.159120091,0.160303063,0.160179013,0.158512347,0.158512347
Portugal,PRT,0.174342017,0.173157573,0.172631665,0.17027649,0.169417249,0.166891342,0.165218837,0.163042267,0.162524234,0.160081,0.157808494,0.153882283,0.151393874,0.147905469,0.146080395,0.143930119,0.138279712,0.138279712
Qatar,QAT,0.179313874,0.178493942,0.177688971,0.173710666,0.16974732,0.165793892,0.16189873,0.15979007,0.157689702,0.15559446,0.153509704,0.142115644,0.141444428,0.140792807,0.140159153,0.139546476,0.139041029,0.139041029
Romania,ROU,0.201154594,0.201477764,0.201776869,0.198214511,0.194604023,0.192412396,0.192193674,0.192324221,0.190950701,0.190486662,0.189135825,0.187718919,0.182653041,0.17877439,0.172586187,0.168480799,0.164834801,0.164834801
Russian Federation,RUS,0.29725261,0.291300891,0.287537566,0.287539691,0.290251263,0.291180138,0.291093841,0.294564457,0.29126743,0.293065479,0.292604763,0.28468879,0.281688292,0.280530066,0.278022254,0.277368093,0.276701426,0.276701426
Rwanda,RWA,0.712064096,0.719133018,0.72560815,0.764492969,0.744125532,0.752016747,0.712168933,0.696060435,0.694910069,0.666974026,0.710716225,0.67402072,0.652217572,0.639102644,0.637621746,0.625433513,0.621451715,0.621451715
Saint Kitts and Nevis,KNA,0.315475858,0.31360227,0.311946204,0.310865228,0.308895935,0.307298998,0.286662115,0.285570339,0.288811347,0.275235019,0.275006215,0.275018136,0.275025128,0.275056658,0.278305991,0.275667046,0.275006215,0.275006215
Saint Lucia,LCA,0.292059788,0.29158881,0.29095827,0.260037894,0.228598259,0.249814764,0.261329823,0.282473464,0.282624361,0.284176092,0.285245066,0.283489123,0.284656063,0.281778207,0.282215034,0.283018283,0.27800406,0.27800406
Saint Vincent and the Grenadines,VCT,0.299752075,0.296388209,0.293048873,0.293052429,0.293007089,0.292907977,0.293281299,0.292129235,0.290616361,0.28936901,0.288429183,0.288940435,0.291697329,0.289409433,0.288041208,0.291738817,0.28230519,0.28230519
Samoa,WSM,0.466400598,0.460620312,0.455694179,0.464589011,0.45156272,0.454183798,0.451765555,0.457688513,0.450001349,0.457202063,0.456510385,0.462601784,0.445539027,0.430338462,0.426038257,0.427417026,0.442114727,0.442114727
San Marino,SMR,0.114378946,0.114378946,0.112964312,0.110164312,0.108759434,0.108378946,0.106964312,0.106378946,0.105978946,0.10396919,0.102954556,0.102135044,0.100832605,0.099530166,0.098874822,0.098219478,0.097564135,0.097564135
Sao Tome and Principe,STP,0.465647954,0.479714601,0.482461042,0.446499697,0.449611105,0.438517132,0.475334953,0.490100473,0.45506918,0.460750105,0.425446369,0.434521397,0.435063051,0.418839307,0.425971404,0.397652154,0.40517597,0.40517597
Saudi Arabia,SAU,0.228785071,0.227536429,0.226352501,0.226073128,0.225799114,0.225493108,0.225428552,0.224573122,0.223687208,0.222779811,0.219137133,0.215600884,0.212077531,0.230506631,0.229628937,0.228793783,0.228100612,0.228100612
Senegal,SEN,0.601772619,0.600218171,0.58913451,0.584308986,0.586660292,0.57995844,0.572360944,0.566089519,0.556749718,0.558437974,0.554772985,0.55073341,0.528798142,0.526423002,0.531210941,0.530686531,0.522344146,0.522344146
Serbia,SRB,0.176543679,0.176342266,0.176160342,0.175844861,0.175633435,0.177006578,0.177081526,0.17548081,0.177010346,0.174811592,0.175766115,0.17556621,0.171626925,0.169342588,0.169463376,0.167109708,0.164796008,0.164796008
Seychelles,SYC,0.288758364,0.290624892,0.28651399,0.289089824,0.291582244,0.290311837,0.288745833,0.287206351,0.287973452,0.285150189,0.2829764,0.282534817,0.277605812,0.277562496,0.290000643,0.284027468,0.295628364,0.295628364
Sierra Leone,SLE,0.691424793,0.690224607,0.697532866,0.694542497,0.691224168,0.690726185,0.686644532,0.688958031,0.689302974,0.68655092,0.688161854,0.697152187,0.680924165,0.678921953,0.697991553,0.703184146,0.690419449,0.690419449
Singapore,SGP,0.341447769,0.340363403,0.339441639,0.338357273,0.341659573,0.339732605,0.338297954,0.33639696,0.334495968,0.330204868,0.32575117,0.322490926,0.318734753,0.314815972,0.310555732,0.306799555,0.305628823,0.305628823
Slovakia,SVK,0.152797613,0.151465635,0.151296259,0.151809809,0.150640433,0.150145854,0.150224875,0.149466497,0.149382917,0.147853808,0.148482423,0.14811321,0.148735866,0.147174782,0.16734042,0.187514188,0.18469305,0.18469305
Slovenia,SVN,0.148559734,0.146698881,0.145703206,0.14493455,0.144826071,0.143000028,0.141551049,0.139960607,0.13651022,0.134718316,0.132729091,0.132021989,0.128954279,0.148713642,0.146610869,0.144196717,0.142367449,0.142367449
Solomon Islands,SLB,0.497537484,0.484832245,0.476125665,0.468228396,0.467680708,0.481571699,0.512493417,0.515982577,0.495695385,0.529405395,0.505597587,0.527704032,0.514003348,0.489631869,0.488915672,0.491357299,0.504745331,0.504745331
Somalia,SOM,0.741167773,0.733615133,0.727363877,0.726589426,0.725502186,0.780276641,0.833022896,0.831849364,0.830917214,0.830189942,0.829609337,0.829102309,0.828525399,0.827878895,0.827126293,0.826244179,0.825247431,0.825247431
South Africa,ZAF,0.486195959,0.489838136,0.493694429,0.498044892,0.502331722,0.506983361,0.509578657,0.512181584,0.513917855,0.515284369,0.51604883,0.515138152,0.513497988,0.511751038,0.509945295,0.507317772,0.505338527,0.505338527
Spain,ESP,0.137782782,0.133326314,0.130390171,0.131527199,0.13003252,0.125212637,0.125215577,0.127226647,0.121733652,0.119383992,0.116871726,0.113179491,0.115603921,0.117825398,0.120055005,0.122780548,0.120393881,0.120393881
Sri Lanka,LKA,0.250911849,0.250976229,0.253338455,0.25041293,0.246262887,0.242740475,0.242764339,0.238189116,0.235941809,0.232934592,0.231488271,0.230605186,0.230700483,0.229977504,0.229686619,0.229360663,0.229563515,0.229563515
Sudan,SDN,0.64781272,0.648659488,0.646882705,0.643542833,0.643233147,0.644787702,0.642628678,0.638829876,0.637590267,0.637656347,0.635214553,0.631283207,0.620477212,0.611479743,0.604320721,0.596075924,0.597764699,0.597764699
Suriname,SUR,0.362621936,0.406721223,0.358934027,0.362616366,0.36185157,0.345816444,0.341044291,0.322114612,0.310957239,0.303434733,0.299315634,0.301719976,0.290242772,0.300756789,0.290579466,0.300555273,0.291149819,0.291149819
Swaziland,SWZ,0.5368051,0.540399591,0.544806269,0.581713042,0.570365107,0.56614013,0.563900628,0.567532949,0.570268807,0.579387356,0.574706811,0.585522777,0.575463834,0.574242766,0.573474166,0.578217191,0.585469386,0.585469386
Sweden,SWE,0.103800336,0.10306603,0.102265057,0.100454328,0.100107014,0.098093033,0.096243095,0.09472649,0.092968016,0.09069735,0.087452207,0.083713388,0.080998642,0.078121288,0.075983205,0.076962521,0.075791789,0.075791789
Switzerland,CHE,0.099403309,0.138718027,0.137024305,0.135882823,0.135022631,0.132904505,0.129486037,0.125377315,0.119816973,0.111249049,0.105429167,0.098687648,0.093394587,0.095119809,0.090640383,0.08798822,0.034689012,0.034689012
Syrian Arab Republic,SYR,0.251408326,0.2482266,0.245531419,0.237964881,0.236808563,0.23329109,0.230901149,0.231784294,0.232574515,0.232645554,0.233471836,0.235649959,0.224948619,0.215976279,0.215345547,0.213987069,0.213089712,0.213089712
Tajikistan,TJK,0.331902386,0.304588003,0.301141968,0.297229258,0.313959084,0.290514042,0.296207991,0.294117589,0.303434334,0.294930099,0.297515434,0.289336297,0.285300043,0.281079976,0.280878134,0.275851278,0.293112516,0.293112516
Tanzania: United Republic of,TZA,0.690906129,0.689676517,0.703931578,0.705630221,0.732097825,0.717456094,0.694540317,0.67666941,0.70053538,0.695746005,0.695283214,0.699007577,0.685289991,0.683737969,0.681427831,0.65803659,0.658270149,0.658270149
Thailand,THA,0.258845938,0.258418631,0.258376019,0.257976788,0.257705745,0.257492017,0.261746054,0.266569991,0.265234841,0.263735623,0.263247795,0.262389118,0.261498661,0.261096937,0.26042251,0.259757598,0.259507464,0.259507464
Timor-Leste,TLS,0.742892491,0.73939054,0.735975093,0.73265802,0.729474199,0.726472247,0.721285658,0.695564173,0.618764624,0.615479474,0.597738223,0.593331422,0.606925321,0.587217315,0.605506473,0.590169339,0.601878535,0.601878535
Togo,TGO,0.580180959,0.574389774,0.573657079,0.565608828,0.560307115,0.551002243,0.551245383,0.546994725,0.534908877,0.555165487,0.549344987,0.532940662,0.525613766,0.526296,0.539785888,0.525394776,0.522523321,0.522523321
Tonga,TON,0.400817473,0.400050908,0.399291775,0.405310389,0.426032373,0.430927823,0.450351375,0.450913695,0.451063255,0.451416602,0.453171386,0.452792021,0.460764235,0.457949576,0.409963056,0.417165586,0.429857764,0.429857764
Trinidad and Tobago,TTO,0.291972454,0.291551655,0.291191892,0.301064707,0.297279457,0.298824002,0.293595191,0.291824656,0.284810497,0.283512379,0.281834192,0.279943944,0.278282078,0.277428248,0.276496383,0.275316135,0.276056314,0.276056314
Tunisia,TUN,0.281290006,0.278988548,0.276488818,0.273604827,0.270551409,0.267838817,0.265551254,0.264073052,0.260486993,0.25810247,0.256555206,0.255116356,0.255356561,0.253195601,0.25327012,0.251409964,0.251820698,0.251820698
Turkey,TUR,0.243330451,0.238099072,0.234036276,0.231308765,0.228616457,0.224770307,0.222758231,0.218775272,0.216904914,0.216155157,0.21442973,0.209525714,0.212482076,0.215392979,0.217712006,0.220192239,0.205307555,0.205307555
Turkmenistan,TKM,0.239189146,0.239756314,0.236051899,0.237238862,0.228418285,0.225654144,0.22077626,0.216936081,0.221499545,0.22614739,0.23094975,0.236034809,0.237252145,0.237064778,0.237274321,0.237325899,0.23726469,0.23726469
Tuvalu,TUV,0.505179049,0.535013271,0.485056803,0.496802809,0.494256299,0.595183665,0.71236422,0.735056803,0.607246343,0.591343452,0.596947158,0.567107286,0.552765547,0.495436315,0.503801515,0.500227018,0.461425895,0.461425895
Uganda,UGA,0.693453416,0.696546641,0.707688468,0.709928762,0.699670336,0.695580528,0.686135591,0.667999898,0.650937969,0.650167677,0.65117409,0.63899913,0.630091525,0.622513191,0.601090919,0.603766704,0.601233526,0.601233526
Ukraine,UKR,0.290403308,0.308523193,0.309147212,0.306050557,0.305035913,0.306571461,0.305140024,0.305303337,0.305417061,0.305031505,0.304334023,0.303248043,0.30223315,0.301611505,0.298329411,0.29445501,0.303263038,0.303263038
United Arab Emirates,ARE,0.219682747,0.218722812,0.217777917,0.216138063,0.214513332,0.212903641,0.211387595,0.21504163,0.211428406,0.207833713,0.208816611,0.206593528,0.204386135,0.203695626,0.203020727,0.20235973,0.201796641,0.201796641
United Kingdom,GBR,0.124216783,0.122057909,0.11499253,0.133875715,0.146689794,0.158999808,0.17030878,0.179284419,0.193089328,0.182013475,0.170929494,0.160178781,0.14942806,0.13883995,0.127251834,0.11599706,0.118939662,0.118939662
United States,USA,0.286348484,0.285135683,0.282396052,0.281927966,0.280622482,0.275679599,0.279619397,0.27742586,0.273914917,0.269737316,0.269877111,0.269766835,0.269648431,0.270034088,0.270249013,0.268797269,0.268463936,0.268463936
Uruguay,URY,0.238190928,0.236371889,0.234877422,0.233669764,0.232765358,0.230692605,0.231058658,0.231495441,0.224882962,0.21858276,0.208786564,0.2048864,0.194566693,0.195051927,0.194309947,0.193837325,0.193434917,0.193434917
Uzbekistan,UZB,0.166818426,0.167441344,0.167320506,0.171708698,0.206076868,0.177047791,0.177044912,0.170556459,0.172659926,0.171097349,0.172191894,0.172804088,0.171787243,0.172878527,0.171872233,0.171650098,0.171421868,0.171421868
Vanuatu,VUT,0.562450169,0.447986319,0.442734886,0.450809277,0.51960815,0.433234412,0.451052047,0.440009527,0.453222725,0.461538452,0.428310498,0.454833694,0.437961434,0.431514902,0.440522612,0.453499624,0.4498005,0.4498005
Venezuela: Bolivarian Republic of,VEN,0.282624637,0.282834884,0.281707021,0.280238478,0.278863553,0.277018967,0.276483847,0.274970467,0.277617364,0.276763934,0.276001682,0.275197711,0.274315056,0.273447607,0.272633734,0.271821254,0.271201631,0.271201631
Viet Nam,VNM,0.410009269,0.401997763,0.404566363,0.39883543,0.395664123,0.390821679,0.388811446,0.387571801,0.384216794,0.382205068,0.378107005,0.374746524,0.37130345,0.367867883,0.367693091,0.366814129,0.36586976,0.36586976
Yemen,YEM,0.61069314,0.598328012,0.588867008,0.582185235,0.569464633,0.55817627,0.550378139,0.537692619,0.528723604,0.52312476,0.509731277,0.505541226,0.496239853,0.489722823,0.484767573,0.477017506,0.477007655,0.477007655
Zambia,ZMB,0.654014529,0.667791562,0.676365332,0.679878949,0.655170488,0.670809204,0.662078349,0.681002807,0.688191173,0.688602185,0.70344243,0.70700491,0.68233191,0.688126066,0.687405932,0.691393385,0.662281938,0.662281938
Zimbabwe,ZWE,0.5934284,0.596927073,0.765547262,0.60902184,0.614430356,0.613071782,0.623595531,0.625926535,0.626273472,0.625504464,0.624891729,0.620907056,0.61607205,0.610642908,0.604859289,0.598400632,0.593815429,0.593815429
